tweet_id,retweet_count,favorite_count 
737678689543020544,1427,5276
737445876994609152,4758,10774
737322739594330112,864,3776
737310737551491075,7909,15359
736736130620620800,1847,4511
736392552031657984,7907,18580
736365877722001409,1336,4172
736225175608430592,2951,8500
736010884653420544,3169,8258
735991953473572864,1224,3762
735648611367784448,1171,4193
735635087207878657,2501,6465
735274964362878976,5411,13599
735256018284875776,945,3496
735137028879360001,1031,3270
734912297295085568,549,2860
734787690684657664,6709,13132
734776360183431168,582,2620
734559631394082816,421,1565
733828123016450049,828,3752
733822306246479872,1075,3834
733482008106668032,1012,3287
733460102733135873,1361,4398
733109485275860992,17897,51490
732732193018155009,569,2551
732726085725589504,942,3690
732585889486888962,821,3853
732375214819057664,2690,8450
732005617171337216,5814,15615
731285275100512256,1048,3644
731156023742988288,1352,4009
730924654643314689,2105,6404
730573383004487680,2293,5140
730427201120833536,1109,3622
730211855403241472,1125,4000
730196704625098752,2045,5108
729854734790754305,1200,4210
729838605770891264,409,1783
729823566028484608,1317,4165
729463711119904772,2459,6057
729113531270991872,349,1970
728986383096946689,871,3300
728760639972315136,1813,4880
728751179681943552,721,2893
728653952833728512,1105,3452
728409960103686147,2131,5122
728387165835677696,1019,3829
728046963732717569,1252,4493
728035342121635841,1772,4753
728015554473250816,1162,4274
727685679342333952,678,3059
727644517743104000,1853,6156
727524757080539137,1295,4664
727314416056803329,799,3473
727286334147182592,870,3179
727175381690781696,1462,4036
727155742655025152,1405,3795
726935089318363137,2605,7183
726887082820554753,1598,4006
726828223124897792,1070,3702
726224900189511680,1221,4608
725842289046749185,2820,7362
725786712245440512,1446,4340
725729321944506368,1888,5407
725458796924002305,662,1469
724983749226668032,1384,3868
724771698126512129,681,2472
724405726123311104,1750,5532
724049859469295616,1874,4506
724046343203856385,592,2777
724004602748780546,1674,4362
723912936180330496,1299,4064
723688335806480385,3169,8033
723673163800948736,945,3154
723179728551723008,1991,5522
722974582966214656,1668,4292
722613351520608256,1738,5179
721503162398597120,1987,4852
721001180231503872,655,2633
720785406564900865,816,3244
720775346191278080,720,2584
720415127506415616,1587,4303
720389942216527872,2676,6684
720340705894408192,1037,2991
720059472081784833,1193,4048
720043174954147842,2132,5112
719991154352222208,1854,5040
719704490224398336,1541,4756
719551379208073216,2043,5267
719367763014393856,786,2910
719339463458033665,1330,4598
719332531645071360,1015,3564
718971898235854848,1163,3641
718939241951195136,1872,5468
718631497683582976,8571,19705
718613305783398402,512,2535
718540630683709445,1075,2589
718460005985447936,561,2808
718454725339934721,1600,5072
718246886998687744,531,2012
718234618122661888,1067,4045
717841801130979328,630,2556
717790033953034240,1197,3011
717537687239008257,1953,5995
717428917016076293,483,1675
717421804990701568,895,3289
717047459982213120,2028,6532
717009362452090881,1034,3409
716802964044845056,1250,4464
716791146589110272,1523,6239
716730379797970944,454,1283
716447146686459905,6261,13667
716439118184652801,226,2470
716285507865542656,1152,2895
716080869887381504,2038,7009
715928423106027520,928,3329
715758151270801409,1511,3900
715733265223708672,1794,4872
715704790270025728,601,2910
715696743237730304,1363,4070
715680795826982913,1719,4511
715360349751484417,1673,5702
715342466308784130,724,3157
715220193576927233,694,2518
715200624753819648,2003,5339
715009755312439296,1317,4339
714982300363173890,1100,3916
714962719905021952,4537,7683
714957620017307648,1508,4312
714631576617938945,1068,3409
714606013974974464,984,3781
714485234495041536,1230,2827
714258258790387713,759,3139
714251586676113411,893,3405
714214115368108032,934,2363
714141408463036416,1493,4494
713919462244790272,827,3417
713909862279876608,577,1998
713900603437621249,786,2956
713761197720473600,1462,5091
713411074226274305,1373,4598
713177543487135744,3005,7515
713175907180089344,1549,4648
712809025985978368,7154,19404
712717840512598017,5312,12886
712668654853337088,1290,4329
712438159032893441,1663,5559
712309440758808576,25,256
712097430750289920,1102,3969
712092745624633345,953,3072
712085617388212225,512,3384
712065007010385924,664,2363
711998809858043904,134,0
711968124745228288,2455,8408
711743778164514816,1045,2961
711732680602345472,4376,9280
711694788429553666,19432,34284
711652651650457602,979,4040
711363825979756544,1202,3818
711306686208872448,778,3458
711008018775851008,657,3130
710997087345876993,1478,4752
710844581445812225,735,2656
710833117892898816,574,2807
710658690886586372,600,2409
710609963652087808,2499,5002
710588934686908417,1996,4747
710296729921429505,784,2471
710283270106132480,548,2229
710272297844797440,1339,4730
710269109699739648,1198,2504
710153181850935296,951,3040
710140971284037632,951,2893
710117014656950272,2116,5749
709918798883774466,1135,3114
709901256215666688,105,706
709852847387627521,1270,3659
709566166965075968,1280,3696
709556954897764353,1130,3434
709519240576036864,255,1551
709449600415961088,617,2325
709409458133323776,737,2725
709225125749587968,608,2508
709207347839836162,6208,13165
709198395643068416,679,2518
709179584944730112,714,2106
709158332880297985,448,2128
709042156699303936,1747,4968
708853462201716736,697,1871
708845821941387268,952,3109
708834316713893888,538,1767
708810915978854401,7386,17237
708738143638450176,869,2865
708711088997666817,771,2665
708479650088034305,716,2662
708469915515297792,872,3218
708400866336894977,10762,16746
708356463048204288,1419,3772
708349470027751425,785,2455
708149363256774660,1641,4468
708130923141795840,891,3542
708119489313951744,1042,2804
708109389455101952,578,2018
708026248782585858,2035,4566
707995814724026368,1193,3269
707983188426153984,2,51
707969809498152960,1033,2813
707776935007539200,1008,3428
707741517457260545,652,2606
707738799544082433,2631,4282
707693576495472641,1068,3600
707629649552134146,939,2696
707610948723478529,6829,17737
707420581654872064,738,2380
707411934438625280,634,2383
707387676719185920,1385,3663
707377100785885184,1150,3432
707315916783140866,683,2590
707297311098011648,846,2891
707059547140169728,722,2697
707038192327901184,845,2295
707021089608753152,1458,4255
707014260413456384,636,2409
706904523814649856,8351,15267
706901761596989440,640,2162
706681918348251136,1029,3476
706644897839910912,1166,2699
706593038911545345,669,2256
706538006853918722,1503,3619
706516534877929472,1105,3238
706346369204748288,983,3607
706310011488698368,8498,22399
706291001778950144,499,1775
706265994973601792,980,2858
706169069255446529,2369,4087
706166467411222528,1715,5385
706153300320784384,410,1556
705975130514706432,783,3245
705970349788291072,948,3286
705898680587526145,596,2487
705786532653883392,560,2041
705591895322394625,1224,3316
705475953783398401,982,3089
705442520700944385,1746,4657
705428427625635840,1800,3995
705239209544720384,797,3134
705223444686888960,859,2697
705102439679201280,544,2247
705066031337840642,642,2274
704871453724954624,1182,4463
704859558691414016,582,2360
704847917308362754,1631,5349
704819833553219584,1064,2757
704761120771465216,3086,6932
704499785726889984,1065,3076
704491224099647488,88,802
704480331685040129,1127,3552
704364645503647744,3784,8410
704347321748819968,372,1665
704134088924532736,499,1582
704113298707505153,599,1942
704054845121142784,972,3053
703774238772166656,497,1927
703769065844768768,1209,3444
703631701117943808,733,2714
703611486317502464,1617,4043
703425003149250560,1461,3971
703407252292673536,738,2566
703382836347330562,1209,3668
703356393781329922,410,2002
703268521220972544,582,2058
703079050210877440,3303,7739
703041949650034688,13362,27629
702932127499816960,768,2709
702899151802126337,483,1684
702684942141153280,1151,3371
702671118226825216,600,2300
702598099714314240,3485,10829
702539513671897089,1018,3007
702332542343577600,1657,3342
702321140488925184,1099,3437
702276748847800320,813,2586
702217446468493312,1425,5029
701981390485725185,1056,3611
701952816642965504,1087,3995
701889187134500865,1469,3721
701805642395348998,1811,3597
701601587219795968,486,2187
701570477911896070,997,2954
701545186879471618,654,2786
701214700881756160,5453,12799
700890391244103680,614,2319
700864154249383937,652,2712
700847567345688576,532,2543
700796979434098688,1025,2545
700747788515020802,9965,23927
700518061187723268,854,2763
700505138482569216,607,2386
700462010979500032,1916,4334
700167517596164096,793,2770
700151421916807169,705,2348
700143752053182464,2927,7895
700062718104104960,742,2776
700029284593901568,623,2167
700002074055016451,1435,3470
699801817392291840,1018,3205
699788877217865730,529,2349
699779630832685056,1324,2899
699775878809702401,643,2053
699691744225525762,4895,10743
699446877801091073,2789,6220
699434518667751424,541,2271
699423671849451520,351,1438
699413908797464576,655,2168
699370870310113280,467,1971
699323444782047232,919,3309
699088579889332224,669,2347
699079609774645248,699,2571
699072405256409088,1265,3153
699060279947165696,1925,3960
699036661657767936,1272,2725
698989035503689728,1047,3539
698953797952008193,962,2833
698907974262222848,663,2657
698710712454139905,726,2597
698703483621523456,405,1519
698635131305795584,363,1347
698549713696649216,660,2435
698355670425473025,482,1960
698342080612007937,1007,2369
698262614669991936,2136,4974
698195409219559425,6352,17558
698178924120031232,789,2934
697995514407682048,354,1604
697990423684476929,1380,3446
697943111201378304,733,2507
697881462549430272,1271,3157
697630435728322560,574,1836
697616773278015490,1079,3312
697596423848730625,1346,3169
697575480820686848,535,2137
697516214579523584,1205,2177
697482927769255936,717,2533
697463031882764288,1471,3572
697270446429966336,1983,4900
697259378236399616,1063,3442
697255105972801536,1233,3163
697242256848379904,710,2635
696900204696625153,1091,3331
696894894812565505,720,2445
696886256886657024,1915,5078
696877980375769088,759,2550
696754882863349760,378,1545
696744641916489729,1001,2162
696713835009417216,688,2487
696518437233913856,1810,4081
696490539101908992,155,1276
696488710901260288,1101,2660
696405997980676096,1214,3370
696100768806522880,709,2026
695816827381944320,1243,3148
695794761660297217,835,3344
695767669421768709,795,1960
695629776980148225,2236,4780
695446424020918272,1935,4573
695409464418041856,3806,9055
695314793360662529,1566,3803
695095422348574720,655,2765
695074328191332352,1179,2975
695064344191721472,640,1684
695051054296211456,839,2792
694925794720792577,973,2820
694905863685980160,992,2883
694669722378485760,15415,37461
694356675654983680,308,1574
694352839993344000,662,2132
694342028726001664,518,1649
694329668942569472,533,2103
694206574471057408,2161,4385
694183373896572928,991,3084
694001791655137281,1097,3556
693993230313091072,430,1962
693942351086120961,394,1814
693647888581312512,634,2827
693644216740769793,135,1409
693642232151285760,445,2657
693629975228977152,852,2566
693622659251335168,395,1618
693590843962331137,2106,5308
693582294167244802,271,1721
693486665285931008,674,1868
693280720173801472,1321,3522
693267061318012928,870,2500
693262851218264065,534,2336
693231807727280129,782,3006
693155686491000832,3408,8263
693109034023534592,654,1800
693095443459342336,491,1964
692919143163629568,797,2801
692905862751522816,934,2552
692901601640583168,646,1868
692894228850999298,863,2390
692828166163931137,938,3020
692752401762250755,3871,7151
692568918515392513,1641,4558
692535307825213440,1449,3353
692530551048294401,445,1935
692423280028966913,245,1548
692417313023332352,3705,9776
692187005137076224,873,2642
692158366030913536,847,2255
692142790915014657,419,1720
692041934689402880,1358,3560
692017291282812928,1015,3002
691820333922455552,1767,4138
691793053716221953,4478,8500
691756958957883396,1088,3034
691675652215414786,542,2036
691483041324204033,603,2489
691459709405118465,1229,4258
691444869282295808,899,2783
691416866452082688,8171,20253
691321916024623104,704,2695
691096613310316544,946,3103
691090071332753408,358,1794
690989312272396288,3057,6187
690959652130045952,1341,3766
690938899477221376,2123,4329
690932576555528194,1090,3440
690735892932222976,1366,3960
690728923253055490,553,2275
690690673629138944,854,2437
690649993829576704,297,1370
690607260360429569,17,304
690597161306841088,644,2059
690400367696297985,485,1963
690374419777196032,918,3421
690360449368465409,951,2766
690348396616552449,549,1580
690248561355657216,438,1760
690021994562220032,1103,2924
690015576308211712,789,2636
690005060500217858,1801,3846
689999384604450816,397,1495
689993469801164801,484,1535
689977555533848577,476,1433
689905486972461056,739,2547
689877686181715968,1260,3174
689835978131935233,802,2261
689661964914655233,992,3355
689659372465688576,4135,10862
689623661272240129,685,2335
689599056876867584,5906,12172
689557536375177216,491,2147
689517482558820352,1524,3561
689289219123089408,998,2368
689283819090870273,1181,3448
689280876073582592,765,2088
689275259254616065,260,1213
689255633275777024,1157,2682
689154315265683456,1070,3215
689143371370250240,546,2122
688916208532455424,929,2867
688908934925697024,825,2218
688898160958271489,841,2203
688894073864884227,739,2344
688828561667567616,397,1453
688804835492233216,206,1007
688789766343622656,708,2327
688547210804498433,751,2743
688519176466644993,785,2428
688385280030670848,4754,9746
688211956440801280,888,2334
688179443353796608,625,2218
688116655151435777,833,2962
688064179421470721,382,1811
687841446767013888,2697,5735
687826841265172480,1201,2857
687818504314159109,1010,2619
687807801670897665,748,2507
687732144991551489,700,1850
687704180304273409,891,2559
687664829264453632,545,2030
687494652870668288,612,2005
687480748861947905,258,1678
687476254459715584,569,2072
687460506001633280,581,2151
687399393394311168,668,1986
687317306314240000,9753,21076
687312378585812992,2026,4574
687127927494963200,2443,5733
687124485711986689,538,2269
687109925361856513,2631,6100
687102708889812993,1057,2454
687096057537363968,646,2355
686947101016735744,3394,9041
686760001961103360,1471,3686
686749460672679938,1554,3639
686730991906516992,1279,4353
686683045143953408,858,2945
686618349602762752,1453,3871
686606069955735556,581,1986
686394059078897668,725,1830
686386521809772549,939,3413
686377065986265092,599,2330
686358356425093120,723,2308
686286779679375361,1778,4198
686050296934563840,780,2313
686035780142297088,129,1214
686034024800862208,1243,3270
686007916130873345,449,2602
686003207160610816,677,1912
685973236358713344,561,2215
685943807276412928,644,1710
685906723014619143,3113,7891
685681090388975616,134,2127
685667379192414208,612,2457
685663452032069632,1569,3418
685641971164143616,831,3082
685547936038666240,16759,34604
685532292383666176,1231,3193
685325112850124800,4261,9951
685321586178670592,686,2778
685315239903100929,1155,3515
685307451701334016,470,2171
685268753634967552,1289,3242
685198997565345792,712,2446
685169283572338688,1519,4302
684969860808454144,403,2481
684959798585110529,3347,7152
684940049151070208,1116,3378
684926975086034944,499,3674
684914660081053696,1565,3682
684902183876321280,568,1973
684880619965411328,875,2206
684830982659280897,23092,36758
684800227459624960,1064,2842
684594889858887680,3784,9372
684588130326986752,1497,4323
684567543613382656,1315,3154
684538444857667585,1022,2779
684481074559381504,1248,4061
684460069371654144,593,2080
684241637099323392,3536,8551
684225744407494656,226,1293
684222868335505415,1470,4027
684200372118904832,1102,2271
684195085588783105,556,2011
684188786104872960,1253,3648
684177701129875456,720,2115
684147889187209216,1598,3125
684122891630342144,506,2088
684097758874210310,1539,4315
683857920510050305,1193,3984
683852578183077888,375,2018
683849932751646720,1047,2749
683834909291606017,1187,2748
683828599284170753,1132,2931
683773439333797890,1453,3511
683742671509258241,3554,6824
683515932363329536,3116,7719
683498322573824003,1028,3332
683481228088049664,1064,2766
683462770029932544,713,2547
683449695444799489,1724,4088
683391852557561860,2552,7986
683357973142474752,1000,3079
683142553609318400,1113,3027
683111407806746624,973,3561
683098815881154561,705,2273
683078886620553216,600,2077
683030066213818368,780,2259
682962037429899265,17852,38762
682808988178739200,193,1859
682788441537560576,1192,2587
682750546109968385,467,1594
682697186228989953,384,1373
682662431982772225,1158,3194
682638830361513985,644,2153
682429480204398592,1246,3602
682406705142087680,1885,7960
682393905736888321,730,2352
682389078323662849,501,1745
682303737705140231,1070,3227
682259524040966145,1299,4371
682242692827447297,1264,3408
682088079302213632,10578,19188
682059653698686977,1806,5196
682047327939461121,1029,3359
682032003584274432,2150,6901
682003177596559360,1639,3297
681981167097122816,1104,2924
681891461017812993,883,2586
681694085539872773,4331,13391
681679526984871937,480,1847
681654059175129088,990,2764
681610798867845120,508,2000
681579835668455424,1391,3712
681523177663676416,6216,15001
681340665377193984,298,1716
681339448655802368,4350,9729
681320187870711809,808,2778
681302363064414209,1961,4134
681297372102656000,1027,3353
681281657291280384,1179,3373
681261549936340994,294,1525
681242418453299201,577,1571
681231109724700672,517,2510
681193455364796417,1598,3888
680970795137544192,712,2545
680959110691590145,2135,4770
680940246314430465,1129,3369
680934982542561280,471,2176
680913438424612864,661,2504
680889648562991104,391,1850
680836378243002368,1423,3621
680805554198020098,708,2266
680801747103793152,887,2485
680798457301471234,1115,2991
680609293079592961,763,2762
680583894916304897,1439,3794
680497766108381184,2042,4435
680494726643068929,514,1795
680473011644985345,797,2668
680440374763077632,538,1521
680221482581123072,306,1519
680206703334408192,1259,2976
680191257256136705,540,2246
680176173301628928,1679,4088
680161097740095489,785,2427
680145970311643136,1866,3793
680130881361686529,1017,2394
680115823365742593,970,2839
680100725817409536,1456,3741
680085611152338944,9537,13408
680070545539371008,936,2698
679877062409191424,688,2063
679872969355714560,711,2283
679862121895714818,666,2574
679854723806179328,1315,3001
679844490799091713,817,2480
679828447187857408,15001,37941
679777920601223168,1192,3222
679736210798047232,844,2182
679729593985699840,875,2262
679722016581222400,500,1734
679530280114372609,2208,4979
679527802031484928,770,2766
679511351870550016,1356,3516
679503373272485890,1579,3290
679475951516934144,685,2189
679462823135686656,20107,33163
679405845277462528,1283,2484
679158373988876288,8630,22420
679148763231985668,1099,2888
679132435750195208,1233,3089
679111216690831360,2728,6212
679062614270468097,8752,17819
679047485189439488,725,2349
679001094530465792,1315,2950
678991772295516161,1255,2432
678969228704284672,493,1715
678800283649069056,961,2690
678798276842360832,1265,3631
678774928607469569,980,2921
678767140346941444,1457,3684
678764513869611008,507,1708
678755239630127104,3522,7448
678740035362037760,1808,3915
678708137298427904,2582,5803
678675843183484930,1577,2997
678643457146150913,451,2144
678446151570427904,1664,4165
678424312106393600,2696,5633
678410210315247616,1941,4409
678399652199309312,33797,82393
678396796259975168,447,1657
678389028614488064,446,1948
678380236862578688,966,2542
678341075375947776,569,1793
678334497360859136,278,1351
678278586130948096,6459,11933
678255464182861824,396,1645
678023323247357953,409,2007
678021115718029313,6769,14328
677961670166224897,1788,3555
677918531514703872,435,1405
677895101218201600,2237,5025
677716515794329600,1025,3176
677700003327029250,1530,3530
677698403548192770,338,1277
677687604918272002,894,2575
677673981332312066,1589,3470
677662372920729601,1033,2028
677644091929329666,844,1942
677573743309385728,766,2226
677565715327688705,483,1343
677557565589463040,1233,2537
677547928504967168,3861,7193
677530072887205888,240,1114
677335745548390400,1895,3152
677334615166730240,311,1406
677331501395156992,249,1133
677328882937298944,1585,3774
677314812125323265,568,1706
677301033169788928,434,1289
677269281705472000,744,2073
677228873407442944,1735,3676
677187300187611136,977,2832
676975532580409345,1132,2885
676957860086095872,852,2292
676949632774234114,421,1349
676948236477857792,921,2258
676946864479084545,399,1769
676942428000112642,802,2148
676936541936185344,5184,13168
676916996760600576,1904,3072
676897532954456065,762,2340
676864501615042560,750,2182
676821958043033607,16505,23880
676819651066732545,703,1867
676811746707918848,446,1463
676776431406465024,2114,5169
676617503762681856,1038,3001
676613908052996102,206,1127
676606785097199616,462,1948
676603393314578432,409,1206
676593408224403456,2280,4734
676590572941893632,134,947
676588346097852417,843,2413
676582956622721024,294,1249
676575501977128964,1183,2687
676533798876651520,589,1947
676496375194980353,564,1572
676470639084101634,4926,12008
676440007570247681,698,1779
676430933382295552,363,1446
676263575653122048,579,2147
676237365392908289,309,1265
676219687039057920,32655,77385
676215927814406144,616,1795
676191832485810177,1080,2352
676146341966438401,702,1983
676121918416756736,1219,2221
676101918813499392,1221,2907
676098748976615425,1516,3109
676089483918516224,451,1356
675898130735476737,599,1688
675891555769696257,915,2196
675888385639251968,1006,2452
675878199931371520,1468,4307
675870721063669760,600,1691
675853064436391936,1361,2774
675849018447167488,157,973
675845657354215424,932,2359
675822767435051008,561,1576
675820929667219457,241,1083
675798442703122432,3561,10565
675781562965868544,495,1668
675740360753160193,365,1202
675710890956750848,865,1946
675707330206547968,728,2041
675706639471788032,103,665
675534494439489536,437,1873
675531475945709568,404,1221
675522403582218240,299,1072
675517828909424640,479,1343
675501075957489664,6088,17632
675497103322386432,1357,3233
675489971617296384,623,1342
675483430902214656,1018,1901
675432746517426176,596,1570
675372240448454658,531,1746
675362609739206656,239,1080
675354435921575936,17994,33747
675349384339542016,2367,4025
675334060156301312,1355,2865
675166823650848770,1684,3715
675153376133427200,2734,6461
675149409102012420,1761,3846
675147105808306176,253,970
675146535592706048,328,1228
675145476954566656,946,2191
675135153782571009,514,1335
675113801096802304,816,2002
675111688094527488,265,989
675109292475830276,1186,2872
675047298674663426,342,1092
675015141583413248,1254,2786
675006312288268288,236,1011
675003128568291329,492,1594
674999807681908736,1145,2305
674805413498527744,370,880
674800520222154752,895,3080
674793399141146624,1135,2566
674790488185167872,262,1133
674788554665512960,218,834
674781762103414784,1255,2056
674774481756377088,494,1153
674767892831932416,824,1875
674764817387900928,247,802
674754018082705410,466,1395
674752233200820224,485,1496
674743008475090944,578,1441
674742531037511680,53,501
674739953134403584,411,1138
674737130913071104,96,664
674690135443775488,486,1177
674670581682434048,680,1654
674664755118911488,264,944
674646392044941312,521,1473
674644256330530816,281,1055
674638615994089473,605,1723
674632714662858753,602,1543
674606911342424069,102,961
674468880899788800,2144,6376
674447403907457024,372,1089
674436901579923456,410,1142
674422304705744896,556,1470
674416750885273600,146,700
674410619106390016,484,1228
674394782723014656,596,1531
674372068062928900,323,865
674330906434379776,76,577
674318007229923329,534,1446
674307341513269249,7229,11585
674291837063053312,6129,15070
674271431610523648,756,1604
674269164442398721,234,920
674265582246694913,885,1675
674262580978937856,471,1333
674255168825880576,581,1502
674082852460433408,176,773
674075285688614912,299,1000
674063288070742018,2303,6505
674053186244734976,1349,3391
674051556661161984,501,1475
674045139690631169,660,1448
674042553264685056,133,739
674038233588723717,425,1128
674036086168010753,223,863
674024893172875264,1274,1823
674019345211760640,309,1157
674014384960745472,672,1594
674008982932058114,368,1227
673956914389192708,1000,1987
673919437611909120,380,1191
673906403526995968,1676,3257
673887867907739649,259,952
673716320723169284,787,3133
673715861853720576,2160,3611
673711475735838725,305,1057
673709992831262724,284,862
673708611235921920,299,1097
673707060090052608,405,1114
673705679337693185,413,1277
673700254269775872,592,1469
673697980713705472,2028,3871
673689733134946305,670,1771
673688752737402881,512,1287
673686845050527744,453,1470
673680198160809984,483,1397
673662677122719744,371,1276
673656262056419329,251,731
673636718965334016,373,1133
673612854080196609,742,1614
673583129559498752,380,1213
673580926094458881,276,849
673576835670777856,579,1411
673363615379013632,317,1043
673359818736984064,692,1483
673355879178194945,602,1517
673352124999274496,552,1681
673350198937153538,220,756
673345638550134785,1322,2572
673343217010679808,278,989
673342308415348736,606,1298
673320132811366400,8213,13714
673317986296586240,268,884
673295268553605120,3264,7660
673270968295534593,381,1082
673240798075449344,754,1442
673213039743795200,875,2296
673148804208660480,650,1727
672997845381865473,742,2000
672995267319328768,307,973
672988786805112832,301,997
672984142909456390,561,1270
672980819271634944,1033,1848
672975131468300288,942,1715
672970152493887488,366,964
672968025906282496,562,1336
672964561327235073,658,1443
672902681409806336,520,1391
672898206762672129,436,918
672884426393653248,853,1580
672877615439593473,380,1053
672834301050937345,586,1333
672828477930868736,506,1271
672640509974827008,330,988
672622327801233409,511,1315
672614745925664768,600,1242
672609152938721280,399,1133
672604026190569472,411,1133
672594978741354496,622,1352
672591762242805761,344,965
672591271085670400,189,742
672538107540070400,378,1049
672523490734551040,178,650
672488522314567680,449,1134
672482722825261057,622,1152
672481316919734272,128,726
672475084225949696,718,1455
672466075045466113,554,1376
672272411274932228,3490,6560
672267570918129665,630,1527
672264251789176834,347,1163
672256522047614977,1599,2859
672254177670729728,762,1459
672248013293752320,627,1751
672245253877968896,162,700
672239279297454080,329,908
672231046314901505,1042,1862
672222792075620352,216,799
672205392827572224,1187,2299
672169685991993344,379,1037
672160042234327040,369,880
672139350159835138,734,1777
672125275208069120,1171,2450
672095186491711488,376,1013
672082170312290304,375,955
672068090318987265,529,1317
671896809300709376,4278,8602
671891728106971137,584,1347
671882082306625538,1414,3521
671879137494245376,701,1447
671874878652489728,576,1268
671866342182637568,516,1141
671855973984772097,461,922
671789708968640512,3587,7171
671768281401958400,540,1212
671763349865160704,949,1710
671744970634719232,792,1365
671743150407421952,237,751
671735591348891648,778,1476
671729906628341761,4476,8635
671561002136281088,7427,13022
671550332464455680,212,928
671547767500775424,612,1374
671544874165002241,1074,2014
671542985629241344,582,1106
671538301157904385,406,940
671536543010570240,420,1195
671533943490011136,592,1034
671528761649688577,265,850
671520732782923777,540,1420
671518598289059840,301,967
671511350426865664,744,1631
671504605491109889,3640,7135
671497587707535361,457,929
671488513339211776,479,1026
671486386088865792,211,588
671485057807351808,237,774
671390180817915904,751,1444
671362598324076544,301,1126
671357843010908160,150,404
671355857343524864,116,485
671347597085433856,439,975
671186162933985280,218,749
671182547775299584,353,1145
671166507850801152,360,888
671163268581498880,1137,1685
671159727754231808,84,383
671154572044468225,225,730
671151324042559489,158,683
671147085991960577,233,686
671141549288370177,671,1182
671138694582165504,416,946
671134062904504320,199,761
671122204919246848,2593,3548
671115716440031232,795,1380
671109016219725825,452,1163
670995969505435648,300,1122
670842764863651840,8972,24966
670840546554966016,199,606
670838202509447168,715,1133
670833812859932673,128,457
670832455012716544,225,747
670826280409919488,4166,5646
670823764196741120,197,790
670822709593571328,99,624
670815497391357952,1578,3222
670811965569282048,276,1148
670807719151067136,502,1173
670804601705242624,983,2001
670803562457407488,89,347
670797304698376195,243,747
670792680469889025,285,846
670789397210615808,246,672
670786190031921152,206,610
670783437142401025,406,834
670782429121134593,794,1594
670780561024270336,297,797
670778058496974848,74,334
670764103623966721,436,1088
670755717859713024,114,448
670733412878163972,525,978
670727704916926465,370,840
670717338665226240,509,1229
670704688707301377,383,776
670691627984359425,250,599
670679630144274432,290,759
670676092097810432,44,253
670668383499735048,5185,10884
670474236058800128,784,1558
670468609693655041,87,356
670465786746662913,568,980
670452855871037440,213,557
670449342516494336,687,1209
670444955656130560,2032,6819
670442337873600512,203,650
670435821946826752,531,1065
670434127938719744,662,1428
670433248821026816,117,331
670428280563085312,650,1407
670427002554466305,167,525
670421925039075328,651,1331
670420569653809152,325,634
670417414769758208,326,578
670411370698022913,923,2058
670408998013820928,231,566
670403879788544000,161,441
670385711116361728,217,566
670374371102445568,277,756
670361874861563904,69,332
670338931251150849,114,432
670319130621435904,1257,3918
670303360680108032,139,433
670290420111441920,294,718
670093938074779648,345,1045
670086499208155136,261,710
670079681849372674,1275,2252
670073503555706880,811,1597
670069087419133954,250,639
670061506722140161,353,779
670055038660800512,340,681
670046952931721218,181,655
670040295598354432,115,769
670037189829525505,286,597
670003130994700288,96,338
669993076832759809,87,329
669972011175813120,167,453
669970042633789440,62,308
669942763794931712,170,515
669926384437997569,108,380
669923323644657664,59,239
669753178989142016,412,826
669749430875258880,67,272
669684865554620416,91,527
669683899023405056,114,395
669682095984410625,136,358
669680153564442624,296,676
669661792646373376,452,816
669625907762618368,1860,3583
669603084620980224,371,957
669597912108789760,154,518
669583744538451968,953,1512
669573570759163904,146,441
669571471778410496,1044,1614
669567591774625800,58,241
669564461267722241,128,393
669393256313184256,79,372
669375718304980992,751,1356
669371483794317312,186,504
669367896104181761,163,472
669363888236994561,235,634
669359674819481600,127,374
669354382627049472,1303,2749
669353438988365824,266,657
669351434509529089,192,448
669328503091937280,426,1025
669327207240699904,119,585
669324657376567296,213,503
669216679721873412,414,1204
669214165781868544,174,444
669203728096960512,491,1016
669037058363662336,321,667
669015743032369152,382,753
669006782128353280,258,586
669000397445533696,6535,21180
668994913074286592,239,449
668992363537309700,356,751
668989615043424256,337,693
668988183816871936,485,910
668986018524233728,173,563
668981893510119424,317,545
668979806671884288,356,804
668975677807423489,597,1326
668967877119254528,25,148
668960084974809088,245,716
668955713004314625,74,285
668932921458302977,59,269
668902994700836864,103,324
668892474547511297,154,401
668872652652679168,308,537
668852170888998912,171,459
668826086256599040,141,441
668815180734689280,278,583
668779399630725120,380,712
668655139528511488,223,540
668645506898350081,550,908
668643542311546881,542,890
668641109086707712,553,1096
668636665813057536,500,1056
668633411083464705,1692,2857
668631377374486528,325,731
668627278264475648,118,323
668625577880875008,138,394
668623201287675904,793,1457
668620235289837568,44,206
668614819948453888,321,621
668587383441514497,1103,1691
668567822092664832,57,248
668544745690562560,232,528
668542336805281792,221,469
668537837512433665,77,255
668528771708952576,232,471
668507509523615744,111,330
668496999348633600,135,420
668484198282485761,241,432
668480044826800133,152,469
668466899341221888,526,896
668297328638447616,304,629
668291999406125056,32,247
668286279830867968,142,514
668274247790391296,235,837
668268907921326080,243,561
668256321989451776,633,1320
668248472370458624,501,1008
668237644992782336,2909,6289
668226093875376128,106,304
668221241640230912,203,517
668204964695683073,200,558
668190681446379520,200,660
