tweet_id,retweet_count,favorite_count 
747844099428986880,806,2952
747816857231626240,1246,5093
747651430853525504,168,1453
747648653817413632,6273,13561
747600769478692864,588,2436
747594051852075008,1126,3887
747512671126323200,1701,5835
747461612269887489,1103,4062
747439450712596480,2064,5709
747242308580548608,3086,0
747219827526344708,1698,5544
747204161125646336,989,3546
747103485104099331,4278,10065
746906459439529985,317,3029
746872823977771008,2304,6300
746818907684614144,1851,5567
746790600704425984,1704,5118
746757706116112384,4185,10055
746726898085036033,1918,6336
746542875601690625,1999,5281
746521445350707200,1055,0
746507379341139972,1160,4863
746369468511756288,1763,6470
746131877086527488,2358,7259
746056683365994496,872,3723
745789745784041472,1142,4231
745712589599014916,2481,7336
745433870967832576,2715,7448
745422732645535745,2599,8998
745314880350101504,2967,7529
745074613265149952,3779,8224
745057283344719872,2434,7595
744995568523612160,667,3113
744971049620602880,2883,8268
744709971296780288,1670,5862
744334592493166593,2285,7097
744234799360020481,83685,164329
744223424764059648,398,1772
743980027717509120,1163,4356
743895849529389061,1023,3821
743835915802583040,2232,0
743609206067040256,1476,4694
743595368194129920,7029,19365
743545585370791937,998,3694
743510151680958465,3948,8292
743253157753532416,1303,4434
743222593470234624,2034,6489
743210557239623680,1459,4024
742534281772302336,3796,7383
742528092657332225,2132,4647
742465774154047488,4154,7606
742423170473463808,4057,10308
742385895052087300,2124,7127
742161199639494656,1471,4551
742150209887731712,1665,5383
741793263812808706,1611,4775
741743634094141440,2954,8562
741438259667034112,892,3842
741303864243200000,3459,9188
741099773336379392,5927,10523
741067306818797568,3297,9895
740995100998766593,2956,6704
740711788199743490,996,3569
740699697422163968,837,2968
740676976021798912,7254,19027
740373189193256964,14192,36464
740365076218183684,467,2591
740359016048689152,913,3452
740214038584557568,2102,7000
739979191639244800,6315,20918
739932936087216128,1151,4244
739844404073074688,913,3972
739623569819336705,1451,3980
739606147276148736,1768,5632
739544079319588864,22826,41561
739485634323156992,3137,7529
739238157791694849,61982,121363
738891149612572673,6,113
738885046782832640,1218,3940
738883359779196928,867,3493
738537504001953792,1665,5336
738402415918125056,899,3411
738184450748633089,1292,4505
738166403467907072,3635,9214
738156290900254721,699,2651
737826014890496000,1876,5517
737800304142471168,3690,10456
